cliente_id,nome,cpf,data_cadastro,data_cancelamento,cidade,estado,plano,valor_mensalidade,notificacoes_7d,transacoes_30d,ticket_medio_30d,abriu_chamado,tempo_resposta_chamado_h,churn_30d
CLI005466,Helena Marques,316.565.373-82,2026-03-21,,Uberlândia,MG,Premium,49.90,8,53.0,102.92,False,,False
CLI001610,Helena Lima,606.521.251-27,22-10-25,,Rio de Janeiro,RJ,Básico,"R$ 19,90",5,,0.0,False,,False
CLI003097,Rafael Vieira,987.542.755-21,11/04/2024,,Salinópolis,PA,Básico,"19,90",6,2.0,692639.72,False,,False
CLI005557,Marcos Moreira,044.796.397-67,14/01/2026,,Belém,PA,Premium,"R$ 49,90",1,61.0,88.41,False,,False
CLI002416,Clara Ribeiro,120.157.337-46,31/01/2024,21/04/2026,Aracaju,SE,Básico,19.90,9,7.0,100.27,False,,True
CLI002018,Lucas Almeida,194.048.618-59,2025-05-19,,Patos,PB,Básico,"R$ 19,90",11,16.0,153.11,False,,False
CLI009027,Guilherme Nunes,71936166591,16/07/2024,21/04/2026,Iguatu,CE,Básico,19.90,0,37.0,63.59,False,,True
CLI004126,Leonardo Nunes,416.867.894-32,23/08/2025,25/04/2026,Osasco,SP,Premium,49.90,1,,0.0,True,36.4,True
CLI009819,Eduarda Ferreira,63966088532,15-03-26,,João Pessoa,PB,Básico,"19,90",12,23.0,171.41,não,,False
CLI003247,Henrique Silva,573.667.662-47,2025-04-15,,Vitória,ES,Básico,19.90,1,11.0,52.18,False,,False
CLI000125,Lucas Pereira,99532465709,13-06-25,,Londrina,PR,Básico,"19,90",10,43.0,98.67,False,,False
CLI007226,Isabela Oliveira,154.067.284-46,24/10/2024,,Niterói,RJ,Básico,19.90,1,8.0,125.93,sim,1.0,False
CLI005398,Thiago Marques,71331521408,21/02/2025,,Porto Alegre,RS,Básico,"19,90",2,6.0,65.0,False,,False
CLI008633,Patrícia Vieira,335.962.813-33,11/01/2026,,Janaúba,MG,Básico,"19,90",0,17.0,28.74,True,17.8,False
CLI009173,Bianca Cavalcanti,03647004808,12/04/2025,19/04/2026,Teresina,PI,Basico,"19,90",11,38.0,52.36,não,,True
CLI003342,Bruno Araújo,05284927069,30/08/2025,,Campo Grande,MS,Premium,"R$ 49,90",11,6.0,87.72,False,,False
CLI000599,Matheus Carvalho,965.755.009-63,29/12/2024,,Estância,SE,Premium,49.90,8,37.0,48.42,False,,False
CLI002124,  Igor Gomes  ,383.962.165-29,06/05/2025,,João Pessoa,PB,Premium,49.90,2,40.0,36.99,False,,False
CLI009813,Ricardo Cavalcanti,329.305.284-39,2025-01-13,,Aracaju,SE,Básico,"R$ 19,90",5,0.0,0.0,False,,False
CLI006298,Ana Rocha,814.877.902-55,31/12/2025,,Patos,PB,Premium,49.90,8,52.0,25.52,não,,False
CLI007077,Thiago Silva,959.317.972-13,18/02/2026,,Bragança,PA,Básico,"19,90",11,39.0,351138.47,False,,False
CLI009678,Gabriela Gomes,054.080.244-68,2024-02-18,,salvador,BA,Básico,19.90,8,34.0,69.77,False,,False
CLI002198,João Vieira,206.076.706-82,2025-04-28,,Contagem,MG,Básico,"R$ 19,90",11,13.0,106.0,True,5.0,False
CLI004052,Thiago Gomes,501.269.992-86,10-02-26,,Brasília,DF,Premium,"49,90",4,,0.0,False,,False
CLI006709,Bianca Gomes,973.572.007-32,26/09/2024,,Patos,PB,PREMIUM,49.90,7,42.0,75.37,False,,False
CLI003363,Daniela Rodrigues,16156742186,17-02-26,,Patos,PB,Premium,49.90,0,22.0,44.67,False,,False
CLI006878,Matheus Cardoso,54346445762,23-05-25,,Vitória,ES,Premium,"49,90",0,68.0,412243.25,False,,False
CLI000726,Débora Rocha,270.314.858-53,2025-02-28,,Iguatu,CE,Básico,"R$ 19,90",0,21.0,47.18,False,,False
CLI004956,Carla Silva,41041140299,19/09/2025,,Belo Horizonte,MG,Premium,"49,90",9,34.0,74.63,sim,8.8,False
CLI000979,Bruna Ferreira,699.502.627-32,13/10/2025,,Duque de Caxias,RJ,Premium,"49,90",4,43.0,28.12,True,76.8,False
CLI000809,João Costa,123.428.269-97,2025-04-26,,Natal,RN,Premium,"R$ 49,90",4,94.0,67.88,True,29.7,False
CLI007855,Fábio Dias,201.606.704-48,2024-01-09,,Palmas,TO,Básico,19.90,6,38.0,32.29,False,,False
CLI001476,Fábio Silva,214.540.514-43,03-07-25,,Salinópolis,PA,Básico,"19,90",0,8.0,17.89,False,,False
CLI005959,Júlio Araújo,18611588862,2024-01-16,,Patos,PB,Premium,"49,90",10,,0.0,False,,False
CLI009052,Elaine Martins,731.842.084-99,28-03-25,,Floriano,PI,Básico,"R$ 19,90",9,18.0,53.34,False,,False
CLI007364,Letícia Dias,16872146813,09-04-25,12-04-26,Guarulhos,SP,Básico,"19,90",7,,0.0,sim,41.4,True
CLI003963,Larissa Rodrigues,115.980.268-74,17-05-24,,Cajazeiras,PB,Premium ,49.90,11,39.0,56.29,False,,False
CLI006448,Gabriela Vieira,073.982.116-72,26/08/2025,,Bragança,PA,Básico,"19,90",0,22.0,184.13,sim,12.4,False
CLI008974,Júlio Pereira,28691876283,27/04/2024,,São José dos Campos,SP,Básico,"R$ 19,90",1,33.0,52.51,False,,False
CLI001236,Matheus Marques,803.288.180-12,2026-03-19,09-04-26,Brasília,DF,Básico,19.90,8,21.0,159.92,False,,True
CLI001226,Eduarda Castro,17845007120,2025-11-13,,Salvador,BA,Básico,19.90,9,25.0,85.7,False,,False
CLI009728,Fernanda Pinto,36113698017,06/10/2024,,Duque de Caxias,RJ,Premium,49.90,11,21.0,72.62,False,,False
CLI008388,Karina Araújo,678.486.149-20,2025-06-30,27/04/2026,São José dos Campos,SP,Básico,"R$ 19,90",11,25.0,78.83,True,90.1,True
CLI005318,Otávio Cardoso,614.800.208-60,2024-02-19,,Guarulhos,SP,Básico,"R$ 19,90",0,25.0,42.38,True,63.3,False
CLI007307,Vítor Araújo,78218917601,13/02/2025,,Salinópolis,PA,Premium,49.90,11,37.0,13.75,True,22.3,False
CLI004716, Thiago Barbosa,040.749.746-80,2024-04-27,,Garanhuns,PE,Básico,"R$ 19,90",2,21.0,51.79,True,10.6,False
CLI003218,André Ribeiro,038.086.283-90,28-07-25,,Fortaleza,CE,Premium,"49,90",2,37.0,48.88,False,,False
CLI000288, Pedro Araújo,396.426.979-87,2024-02-25,,Sorocaba,SP,Premium,"49,90",1,48.0,81.11,False,,False
CLI005045,Amanda Moreira,324.512.546-11,2025-01-17,,Iguatu,CE,Básico,"R$ 19,90",7,14.0,28.41,False,,False
CLI002967,Tatiane Almeida,189.035.449-76,24/09/2024,,São Bernardo do Campo,SP,Premium,49.90,1,,0.0,False,,False
CLI003165,Mariana Rodrigues,884.572.800-28,2026-01-02,,Bragança,PA,Premium,"R$ 49,90",12,64.0,373290.83,False,,False
CLI007290,Rafael Nunes,44647356670,06-09-25,27-04-26,Floriano,PI,Básico,"19,90",8,,0.0,True,42.5,True
CLI008903,Vanessa Ribeiro,398.250.920-55,13/02/2025,,Guarulhos,SP,Premium,49.90,4,9.0,40.64,False,,False
CLI001658,Diego Ribeiro,74371498107,26/11/2025,,Cajazeiras,PB,Básico,19.90,12,13.0,775393.49,não,,False
CLI001976,João Martins,582.235.142-84,2025-10-10,,Estância,SE,Premium,49.90,4,24.0,102.45,False,,False
CLI002398,Gabriel Silva,83843727305,10-04-25,,Florianópolis,SC,Básico,"19,90",10,13.0,36.54,False,,False
CLI000453,Fernanda Pereira,36730224482,16/11/2025,,Brasília,DF,Básico,"R$ 19,90",9,27.0,36.13,True,18.6,False
CLI008060,Bianca Gomes,790.720.212-05,12/02/2024,,Manaus,AM,Básico,"19,90",0,9.0,21.35,False,,False
CLI006170,Juliana Rocha,872.603.151-23,22/02/2025,,Manaus,AM,Premium,49.90,11,34.0,218.28,False,,False
CLI003682,João Martins,908.449.839-95,16/02/2026,,Cuiabá,MT,Premium,49.90,1,,0.0,False,,False
CLI000423,Ricardo Costa,931.605.756-19,2024-06-28,,Palmas,TO,Básico,"19,90",0,4.0,9.6,False,,False
CLI006074,Mariana Gomes,815.762.911-48,15-12-25,,Londrina,PR,Básico,19.90,4,26.0,158.04,False,,False
CLI000658,Marcos Cavalcanti,157.323.806-55,10/09/2025,2026-04-10,São Gonçalo,RJ,basic,"R$ 19,90",1,11.0,90.07,False,,True
CLI003302,Daniel Araújo,147.096.819-68,2024-09-04,,Florianópolis,SC,Premium,"49,90",1,22.0,78.52,False,,False
CLI005866,Sabrina Souza,049.160.221-10,29-03-25,22-04-26,João Pessoa,PB,Premium,49.90,12,32.0,46.69,False,,True
CLI002846,André Costa,32708732962,20/04/2024,,Sorocaba,SP,Básico,"19,90",0,18.0,78.4,True,16.3,False
CLI007959,Carla Nunes,574.812.254-80,2025-07-07,,Recife,PE,Básico,"R$ 19,90",1,8.0,147.72,False,,False
CLI007526,Isabela Lima,98846321825,2024-03-17,,Fortaleza,CE,Básico,"19,90",10,8.0,42.4,False,,False
CLI001002,Débora Barbosa,332.945.815-51,20/04/2025,,Maringá,PR,Premium,"49,90",4,38.0,27.88,False,,False
CLI004199,Ricardo Cavalcanti,906.304.727-57,02/01/2024,,Brasília,DF,Básico,19.90,12,9.0,57.29,True,16.9,False
CLI002419,Otávio Costa,981.125.434-71,2025-01-16,,Palmas,TO,Básico,"19,90",12,28.0,120.38,False,,False
CLI007511,Eduardo Cavalcanti,108.767.118-81,21/02/2024,,Bragança,PA,Básico,"19,90",2,19.0,66.03,False,,False
CLI008056,Patrícia Moreira,843.660.040-01,29/01/2025,,Goiânia,GO,Premium,"R$ 49,90",7,49.0,43.56,True,13.8,False
CLI003848,Yasmin Gomes,742.191.843-91,19-09-25,,Cuiabá,MT,Básico,19.90,6,35.0,94.66,False,,False
CLI000962,Isabela Souza,357.699.184-75,2024-04-12,,Pelotas,RS,Básico,19.90,11,28.0,93.88,False,,False
CLI001581,Rafael Araújo,45707771929,25-08-24,,Curitiba,PR,Básico,19.90,4,4.0,80.79,não,,False
CLI005029,Fernanda Marques,01545725850,14/01/2026,2026-04-02,Estância,SE,Premium,"R$ 49,90",5,59.0,58.19,False,,True
CLI002207,Ricardo Marques,235.889.454-54,29-01-26,,Itabaiana,SE,Premium,"49,90",12,81.0,84.12,True,9.4,False
CLI006595,Tiago Pereira,044.393.129-14,2024-06-07,15/04/2026,Santo André,SP,Premium,"49,90",0,28.0,66.46,False,,True
CLI008105,Thiago Ribeiro,92883409449,13-02-24,12/04/2026,São Luís,MA,Premium,"49,90",0,,0.0,False,,True
CLI004232,Fábio Barbosa,92218240999,29/10/2025,,Cajazeiras,PB,Básico,19.90,10,,0.0,False,,False
CLI000758,Thiago Barbosa,50275235969,16/09/2024,,Santo André,SP,Premium,"49,90",2,44.0,107.57,False,,False
CLI002285,Sérgio Cardoso,24606177673,2024-11-06,,Maringá,PR,Básico,19.90,1,39.0,142.19,False,,False
CLI006689,Gabriela Moreira,042.667.731-32,2025-07-13,,São José dos Campos,SP,Básico,"19,90",1,24.0,19.58,False,,False
CLI009710,Patrícia Santos ,689.792.966-72,19-11-24,,Cajazeiras,PB,Premium,49.90,12,,0.0,False,,False
CLI005073,Fernanda Rodrigues,65067446662,02/09/2024,,Bragança,PA,Premium,49.90,6,40.0,168.76,True,5.2,False
CLI000808,Ricardo Almeida,814.293.349-40,07-03-25,,Manaus,AM,Básico,"19,90",4,12.0,103.36,False,,False
CLI005953,Rafaela Moreira,308.699.516-60,18-01-25,,Pirapora,MG,Básico,"19,90",0,15.0,38.92,False,,False
CLI007749,ANDRÉ CARVALHO,442.389.625-51,2025-05-05,,Belo Horizonte,MG,Básico,"R$ 19,90",2,7.0,66.66,False,,False
CLI001957,Daniel Vieira,951.283.411-54,09/11/2024,,Fortaleza,CE,Básico,19.90,8,26.0,40.12,False,,False
CLI002446,Marcos Mendes,499.042.436-74,18-03-24,,São Paulo,SP,Básico,"R$ 19,90",4,,0.0,False,,False
CLI005899,  Débora Pereira  ,32447943769,2025-11-06,,Picos,PI,Básico,"19,90",1,0.0,0.0,False,,False
CLI008193,Amanda Nunes,487.508.244-13,08-08-25,,Natal,RN,Básico,"R$ 19,90",0,40.0,62.51,True,12.4,False
CLI006163,Larissa Almeida,194.734.353-92,18-03-24,,Joinville,SC,Básico,19.90,4,30.0,139.43,True,1.8,False
CLI002403,Tiago Pereira,621.970.612-84,19/07/2024,,Campo Grande,MS,Básico,"19,90",0,33.0,173.2,False,,False
CLI001074,Marcelo Almeida,536.959.417-21,2024-05-09,,Caxias do Sul,RS,Premium,"49,90",5,,0.0,False,,False
CLI006583,Lucas Mendes,861.751.291-26,22/09/2025,,Cuiabá,MT,Premium,49.90,12,54.0,32.05,False,,False
CLI004241,Vítor Moreira,75740611480,19-10-25,,Nova Iguaçu,RJ,Premium,"49,90",6,41.0,32.42,False,,False
CLI008525,Pedro Cardoso,68321134570,20/09/2025,01/04/2026,Janaúba,MG,Básico,"R$ 19,90",4,31.0,56.9,False,,True
CLI002092,Bianca Rocha,361.954.430-76,04/10/2025,,Belo Horizonte,MG,Premium,49.90,1,57.0,82.66,False,,False
CLI004528,Elaine Ribeiro,365.651.592-78,06-10-24,,Crateús,CE,Básico,"19,90",7,14.0,109.11,False,,False
CLI007230,  Thiago Ribeiro  ,189.109.781-89,08/05/2025,,Caicó,RN,Premium,"R$ 49,90",11,59.0,114.07,False,,False
CLI006821,Sabrina Rocha,13660077185,2026-03-08,2026-04-08,Santo André,SP,Premium,"49,90",10,41.0,94.31,False,,True
CLI007357,Eduarda Ribeiro,507.087.706-19,19/02/2024,,Curitiba,PR,Básico,"19,90",6,21.0,88.65,False,,False
CLI007451,Renato Martins,649.650.474-54,2024-03-12,,João Pessoa,PB,Premium,49.90,4,,0.0,True,5.6,False
CLI004743,Júlio Moreira,73510010554,2025-02-03,,Recife,PE,Básico,19.90,11,31.0,96.99,False,,False
CLI006863,Vanessa Carvalho,59037115498,28/03/2024,,Maceió,AL,Básico,"19,90",7,26.0,24.63,False,,False
CLI001004,Larissa Costa,310.849.978-70,13-05-25,,Osasco,SP,Básico,"19,90",9,27.0,86.55,True,1.9,False
CLI009115,Vinícius Barbosa,553.987.869-80,03/03/2024,,Sorocaba,SP,Básico,19.90,8,0.0,0.0,True,36.2,False
CLI006588,Gabriela Pereira,439.470.264-90,05/12/2025,,Niterói,RJ,Premium,49.90,0,53.0,117.56,False,,False
CLI005847,Felipe Araújo,664.478.425-24,18/06/2025,,Ribeirão Preto,SP,Premium,49.90,10,49.0,38.93,False,,False
CLI004652,Rodrigo Nunes,513.292.038-01,2024-01-04,,São José dos Campos,SP,Básico,19.90,12,37.0,60.52,False,,False
CLI006648,Tatiane Ferreira,642.016.972-12,28/09/2025,,Floriano,PI,Basico,19.90,7,32.0,99.51,False,,False
CLI001486,Helena Almeida,070.836.721-87,17/04/2024,,Uberlândia,MG,Básico,"19,90",9,39.0,40.49,False,,False
CLI007636,Eduarda Martins,372.208.411-22,20-06-24,,Janaúba,MG,Premium,49.90,11,50.0,40.21,True,25.2,False
CLI001412,Marcelo Almeida,835.499.174-30,03/01/2026,,Rio de Janeiro,RJ,Básico,"19,90",4,,0.0,False,,False
CLI007130,Helena Dias,100.292.160-23,17/04/2025,,São Luís,MA,Premium,"49,90",11,35.0,49.22,False,,False
CLI000710,Clara Carvalho,560.888.992-11,17/11/2024,2026-04-25,Florianópolis,SC,Básico,19.90,1,27.0,74.01,False,,True
CLI004948,Natália Cardoso,86428600941,27/10/2025,,Ribeirão Preto,SP,Básico,"19,90",0,17.0,54.79,False,,False
CLI008072,Sabrina Castro,628.936.324-94,19/12/2025,,Nova Iguaçu,RJ,Básico,"19,90",0,17.0,67.78,sim,20.6,False
CLI007239,Daniel Martins,023.743.657-46,27/02/2024,,Estância,SE,Premium,"49,90",1,41.0,895868.6,False,,False
CLI003077,Carla Barbosa,937.753.649-17,12/04/2024,,São Gonçalo,RJ,Básico,"19,90",0,16.0,75.57,não,,False
CLI009216,Diego Martins,957.183.116-55,09/01/2026,,Juiz de Fora,MG,Básico,"19,90",5,21.0,55.1,False,,False
CLI004102,Patrícia Rodrigues,429.708.135-84,04/01/2026,,São Gonçalo,RJ,Básico,"19,90",11,3.0,90.11,não,,False
CLI005136,André Ferreira,10155666574,2025-01-24,,Goiânia,GO,Básico,"19,90",10,10.0,13.53,não,,False
CLI002723,Olívia Cavalcanti,828.419.884-50,2024-08-31,,Fortaleza,CE,Premium,"49,90",10,69.0,102.51,False,,False
CLI009375,Matheus Mendes,957.435.223-57,26/11/2024,,Caxias do Sul,RS,Básico,"19,90",10,13.0,28.93,False,,False
CLI001269,Pedro Almeida,32856952312,18-12-25,,Contagem,MG,Básico,"19,90",0,18.0,50.1,False,,False
CLI002463,André Moreira,817.576.702-14,01-06-24,,Aracaju,SE,Premium,49.90,0,13.0,23.13,True,20.1,False
CLI009507,Marcos Vieira,22070164093,25-02-26,,Pirapora,MG,Básico,"19,90",0,32.0,190.34,False,,False
CLI000269,Maria Silva,68709192814,20/05/2025,,Floriano,PI,Básico,19.90,0,0.0,0.0,True,21.8,False
CLI003581,Carlos Mendes,353.741.339-94,2024-01-02,,Goiânia,GO,Básico,"19,90",3,31.0,43.32,False,,False
CLI004751,Lucas Gomes,487.684.519-54,22/12/2025,20/04/2026,Picos,PI,Premium,"49,90",0,47.0,49.14,False,,True
CLI005372,Bruna Cardoso,47826415852,12-03-26,,Manaus,AM,Básico,"19,90",3,25.0,756095.17,False,,False
CLI005983,Elaine Rocha,17153089123,06/09/2024,2026-04-06,Bragança,PA,Premium,"49,90",0,,0.0,False,,True
CLI005366,Débora Almeida,750.631.764-64,28/12/2024,17/04/2026,Caxias do Sul,RS,Básico,"19,90",1,15.0,36.51,False,,True
CLI006707,Rafaela Rodrigues,451.509.608-16,29/04/2025,,Janaúba,MG,Básico,"19,90",1,0.0,0.0,True,19.7,False
CLI002822,Amanda Almeida,636.521.843-71,2025-08-21,,Itabaiana,SE,Premium,"49,90",7,19.0,123.83,False,,False
CLI005460,Otávio Souza,576.105.948-52,2026-02-10,,Estância,SE,Básico,19.90,1,34.0,64.32,False,,False
CLI000590,Guilherme Rodrigues,874.548.301-19,06/10/2025,,Sorocaba,SP,Básico,"19,90",4,22.0,106.53,False,,False
CLI007824,Otávio Castro,13729620912,02/07/2025,,Ribeirão Preto,SP,PREMIUM,"49,90",1,51.0,172.97,False,,False
CLI006463,Bianca Ferreira,833.610.077-13,15-09-24,,Niterói,RJ,Básico,"R$ 19,90",0,,0.0,False,,False
CLI006687,Bruna Lima,49165231912,26-04-24,,Maceió,AL,Básico,"19,90",1,36.0,518228.35,True,8.3,False
CLI007685,Marcelo Marques,10710993735,2025-04-18,,Londrina,PR,Premium,"49,90",8,52.0,21.39,False,,False
CLI007862,Diego Marques,847.096.975-21,2025-04-17,,Cuiabá,MT,Premium,"49,90",7,51.0,79.49,False,,False
CLI005485,Marcelo Souza,00104842685,20/03/2026,,Floriano,PI,Básico,"19,90",9,8.0,912820.14,False,,False
CLI007318,Yasmin Moreira,236.033.899-11,21/03/2026,,Porto Alegre,RS,Premium,"49,90",7,35.0,525528.88,não,,False
CLI002029,Mariana Costa,981.096.510-18,20/06/2025,02-04-26,Belo Horizonte,MG,Básico,"R$ 19,90",8,37.0,43.98,True,14.0,True
CLI007260,Helena Araújo,024.029.831-11,28/12/2024,,Cajazeiras,PB,Básico,"R$ 19,90",1,,0.0,True,16.0,False
CLI000678,Rafaela Marques,88213333946,2026-01-30,,Janaúba,MG,Premium,"49,90",10,24.0,66.29,False,,False
CLI005786,Elaine Ferreira,993.758.922-07,13/09/2025,,Fortaleza,CE,Básico,"19,90",4,38.0,108.45,True,4.7,False
CLI001233,Júlio Pereira,118.212.161-15,18/12/2025,2026-04-27,Cajazeiras,PB,Premium,49.90,8,59.0,62.35,True,18.0,True
CLI005467,Gabriel Pereira,491.785.902-06,24/06/2025,,Janaúba,MG,Básico,"19,90",8,,0.0,False,,False
CLI007131,Natália Dias,842.212.676-22,20/10/2024,,Brasília,DF,Premium,49.90,2,54.0,157.3,False,,False
CLI007390,Rafaela Rocha,955.205.089-13,2024-02-13,,Osasco,SP,Básico,"19,90",7,37.0,106.36,False,,False
CLI005475,Ricardo Carvalho,740.237.106-87,27/01/2025,,Iguatu,CE,Básico,"19,90",9,26.0,89.74,True,8.4,False
CLI002433,ELAINE CARVALHO,723.904.533-41,22/02/2024,,Florianópolis,SC,Básico,"19,90",7,27.0,164.54,False,,False
CLI007372,Olívia Pinto,923.559.416-95,2025-09-09,,Patos,PB,Premium,"R$ 49,90",8,25.0,115.05,não,,False
CLI006144,Vítor Vieira,23003415613,30/01/2024,,Salinópolis,PA,Básico,"19,90",8,0.0,0.0,False,,False
CLI008330,Ana Pinto,47076690515,06/06/2025,,Palmas,TO,Básico,"R$ 19,90",0,26.0,109.46,False,,False
CLI006261,Pedro Nunes,201.552.446-07,2025-12-20,,Janaúba,MG,Básico,19.90,4,22.0,251.09,False,,False
CLI000897,Otávio Santos,326.808.649-09,28/03/2025,,Guarulhos,SP,BÁSICO,"19,90",0,,0.0,False,,False
CLI001612,Patrícia Marques,33769261205,2024-07-29,,São Gonçalo,RJ,Básico,"19,90",5,10.0,74.04,False,,False
CLI006500,Bruna Vieira,956.072.610-63,2025-11-28,,São Gonçalo,RJ,Básico,"19,90",3,7.0,6.38,False,,False
CLI009788,Carla Castro,681.404.351-60,02/02/2025,,Garanhuns,PE,Básico,19.90,10,41.0,84.03,False,,False
CLI007489,Eduardo Pereira,309.110.508-72,07/02/2026,,São José dos Campos,SP,Básico,19.90,4,40.0,16.0,False,,False
CLI003807,Olívia Pinto,84338624491,12-04-25,,Recife,PE,Premium,49.90,0,46.0,62.49,False,,False
CLI009297,Sabrina Costa,015.770.358-38,11/07/2024,,Sorocaba,SP,Básico,"19,90",6,24.0,118.29,não,,False
CLI005564,Vinícius Pinto,081.436.655-96,16-08-24,,Maceió,AL,Básico,"19,90",3,32.0,92.76,False,,False
CLI004702,André Rocha,794.861.045-62,27/11/2025,,Garanhuns,PE,Básico ,19.90,4,10.0,38.43,False,,False
CLI003962,Beatriz Moreira,017.492.320-64,2025-01-04,,Juiz de Fora,MG,Básico,"R$ 19,90",5,,0.0,False,,False
CLI009891,Felipe Barbosa,135.682.148-08,2024-11-25,,Garanhuns,PE,Básico,"R$ 19,90",10,21.0,67.27,não,,False
CLI000891,Isabela Pereira,76182471116,28-01-25,,Porto Alegre,RS,Premium,49.90,0,,0.0,True,14.2,False
CLI005021,Daniel Pinto,300.346.583-93,28/05/2025,,João Pessoa,PB,Básico,"19,90",8,35.0,72.54,False,,False
CLI007723,Guilherme Lima,769.002.254-94,21/03/2025,,Maceió,AL,Básico,"19,90",1,0.0,0.0,False,,False
CLI006897,Bruno Barbosa,517.967.600-42,23/02/2024,,Iguatu,CE,Premium,"49,90",9,28.0,17.83,False,,False
CLI009886,Isabela Nunes,678.859.157-74,20-08-25,19/04/2026,São Bernardo do Campo,SP,Básico,19.90,1,,0.0,True,89.6,True
CLI006960,Ana Silva,83746713285,23/05/2024,,Picos,PI,Premium,"49,90",1,71.0,9.36,False,,False
CLI006826,Yasmin Oliveira,389.088.250-13,10-06-25,,Floriano,PI,Básico,19.90,9,14.0,98.74,False,,False
CLI002800,Pedro Santos,300.123.205-12,21/05/2025,,Uberlândia,MG,Premium,"R$ 49,90",4,58.0,36.02,não,,False
CLI000585,Marcos Gomes,16610746505,04/01/2024,,Florianópolis,SC,Básico,"19,90",5,35.0,103.01,False,,False
CLI003269,Patrícia Carvalho,621.509.380-49,29/03/2025,,Itabaiana,SE,Básico,"R$ 19,90",5,45.0,59.05,False,,False
CLI003933,Clara Barbosa,521.764.293-30,2024-09-19,,Belém,PA,Básico,"19,90",6,34.0,92.08,True,19.7,False
CLI001261,Eduarda Dias,686.433.573-64,09-02-26,,Porto Alegre,RS,Básico,"19,90",12,27.0,24.13,False,,False
CLI009836,Leonardo Barbosa,776.178.981-99,10/03/2026,,Osasco,SP,Premium,"R$ 49,90",5,,0.0,False,,False
CLI000311,Eduarda Ferreira,078.526.658-35,10-06-24,,Campinas,SP,Básico,"R$ 19,90",3,25.0,63.45,False,,False
CLI007819,Daniel Rocha,286.898.017-15,18/05/2025,2026-04-22,Quixadá,CE,Básico,19.90,6,32.0,38.06,True,86.1,True
CLI007886,Gabriel Vieira,595.805.465-74,2025-04-23,,Salinópolis,PA,Básico,"R$ 19,90",2,48.0,107107.61,False,,False
CLI006232,Bianca Gomes,18091587889,2025-09-10,,Joinville,SC,Básico,"R$ 19,90",10,25.0,49.39,True,4.1,False
CLI005906,Olívia Santos,507.359.097-37,21/05/2025,,João Pessoa,PB,Premium,49.90,6,,0.0,False,,False
CLI004669,Helena Vieira,958.827.632-10,23/02/2024,,Contagem,MG,Premium,49.90,3,48.0,50.18,False,,False
CLI004299,Natália Vieira,286.799.003-79,03/12/2025,,Campinas,SP,Premium,"49,90",6,33.0,88.39,não,,False
CLI003784,Bruno Carvalho,39522281925,11/06/2025,,Janaúba,MG,Premium,"49,90",12,7.0,99.17,não,,False
CLI001009,Patrícia Ribeiro,47361792293,02-02-25,,Osasco,SP,Básico,19.90,6,21.0,117.24,False,,False
CLI008369,Diego Costa,09320818491,12-04-25,,João Pessoa,PB,Premium,49.90,8,45.0,12.78,True,10.4,False
CLI002186,Maria Cardoso,182.710.759-31,2026-01-08,,Contagem,MG,Básico,"19,90",4,0.0,0.0,False,,False
CLI003624,Diego Araújo,325.885.017-71,2024-01-26,17/04/2026,Campo Grande,MS,Básico,"19,90",0,23.0,118.78,True,67.1,True
CLI007067,Mariana Costa,674.637.040-60,05/06/2024,,Niterói,RJ,Premium,"R$ 49,90",1,22.0,46.31,False,,False
CLI007319,  Bianca Marques  ,877.753.439-52,19/03/2024,,Maceió,AL,Premium,49.90,6,47.0,52.8,False,,False
CLI009690,Júlio Dias,373.256.133-04,20-02-25,,Fortaleza,CE,Básico,"R$ 19,90",0,12.0,93.6,False,,False
CLI005565,André Mendes,866.784.065-98,2025-01-09,,Santo André,SP,Premium,"R$ 49,90",2,6.0,77.91,False,,False
CLI004835,Vinícius Ferreira,523.074.030-97,2025-05-25,,Quixadá,CE,Básico,19.90,12,17.0,434262.51,False,,False
CLI006089,Tiago Araújo,881.438.644-63,2024-11-24,,Crateús,CE,Premium,"49,90",12,56.0,773257.37,False,,False
CLI004757,Olívia Vieira,336.938.815-64,17/07/2025,,Salinópolis,PA,Básico,"19,90",3,13.0,43.71,True,11.5,False
CLI005096,Eduarda Santos,831.800.563-63,08/11/2024,,São Luís,MA,Premium,"49,90",0,,0.0,False,,False
CLI000091,Eduarda Martins,31973833299,2024-02-23,,João Pessoa,PB,Básico,19.90,0,54.0,36.25,False,,False
CLI007382,Gabriel Cardoso,796.007.725-98,23/11/2025,2026-04-25,Picos,PI,Básico,"19,90",5,22.0,250673.66,False,,True
CLI006444,Sérgio Silva,85075650036,31-08-24,,Crateús,CE,Básico,"R$ 19,90",11,36.0,170.01,não,,False
CLI007590,Fábio Marques,478.371.191-88,08/02/2026,,Joinville,SC,Básico,19.90,4,16.0,121.63,False,,False
CLI008115,Renato Cardoso,021.989.382-27,31/05/2025,,Caxias do Sul,RS,Premium,"49,90",1,62.0,184.68,True,8.2,False
CLI002118, Amanda Barbosa,359.239.962-08,16/02/2024,20/04/2026,Quixadá,CE,Premium,49.90,8,8.0,24.27,True,62.7,True
CLI002938,Elaine Rodrigues,334.190.007-55,2025-01-27,,Belém,PA,Premium,"49,90",0,,0.0,False,,False
CLI006465,João Souza,02531294786,2025-04-08,,Natal,RN,Básico,"19,90",10,20.0,131.48,True,6.0,False
